epsilon,n_episodes,R_tail,u_R_tail,qos,u_qos,P_fair,u_P_fair,mean_sinr,u_mean_sinr
0.0,5,13.735066666666665,0.2576125706608666,0.734640522875817,0.014408763192842212,12.741763242045462,2.671070154622451,3.382160784313725,0.017606969059924094
0.2,5,23.196983333333332,0.24025725311343119,0.9359477124183007,0.007278123350104597,15.849179469486003,4.406844600846033,4.111249673202614,0.01096065655605422
0.5,5,26.389075000000002,0.2327656182849078,0.9725490196078432,0.00480292106428074,23.566938594354536,5.367851406520172,4.428406535947713,0.016506221621405665
0.8,5,18.404766666666667,0.18864839640261458,0.9019607843137255,0.014904253922864553,9.530167302399935,2.3258830825588466,3.79099477124183,0.014805849533231845
